tokenid,pageid,title,wordcount,image_url,image_name,extract
1822,996122,Language Proficiency Assessment for Teachers,2222,,,"

The Language Proficiency Assessment for Teachers (LPAT ; Chinese: <span lang=""zh"">教師語文能力評核) is an assessment examination for the language proficiency of teachers in Hong Kong. According to regulations, any teachers teaching English language or Putonghua (a.k.a. Mandarin Chinese) in Hong Kong, where Cantonese Chinese is mostly spoken, must have passed the LPAT, i.e. achieved a grade of not lower than Level 3 in each part of the assessment.
"
1823,42902124,List of extinct Uto-Aztecan languages,6843,,,"A large number of languages known only from brief mentions are thought to have been Uto-Aztecan languages, but became extinct without being documented. The following list is based on Campbell (1997:133–135).

San Nicolás (Nicoleño): spoken in California, thought to be a Takic language.
Giamina/Omomil: Kroeber (1907) and Lamb (1964) believe Giamina may constitute a separate branch of Northern Uto-Aztecan, although Miller (1983) is uncertain about this. It was spoken in Southern California.
Vanyume: a Takic language of California
Acaxee (Aiage): closely related to Tahue, a Cahitan language, linked with Tebaca and Sabaibo.
Amotomanco (Otomoaco): uncertain classification, possibly Uto-Aztecan. (See Troike (1988) for more details.)
Cazcan (Caxcan): sometimes considered to be the same as Zacateca, although Miller (1983) would only consider these to be geographical classifications.
Baciroa: closely connected to Tepahue
Basopa
Batuc: possibly an Opata dialect
Cahuimeto
Cahuameto: probably belongs with Oguera and Nio
Chínipa: may be a Tarahumaran language close to Ocoroni, since colonial sources claim the two are mutually intelligible. It may also instead be a local name for a variety of Guarijío.
Coca: spoken near Lake Chapala.
Colotlan: a Pimic language closely related to Tepehuan, or Teul and Tepecano
Comanito: a Taracahitic language closely related to Tahue
Concho: probably a Taracahitic language (Troike 1988). Subdivisions include Chinarra and Chizo; Toboso is possibly related to Concho as well.
Conicari: a Taracahitic language closely related to Tahue
Guachichil: possibly a variant or close relative of Huichol
Guasave: possibly a Taracahitic language, or may instead be non-Uto-Aztecan language possibly related to Seri due to the speakers' maritime economy (Miller 1983). Dialects include Compopori, Ahome, Vacoregue, and Achire.
Guazapar (Guasapar): probably a Tarahumara dialect, or it may be more closely related to Guarijío and Chínipa. Guazapar, Jova, Pachera, and Juhine may possibly all be dialects of Tarahumara.
Guisca (Coisa)
Hio: possibly a Taracahitic language
Huite: closely related to Ocoroni, and may be Taracahitic
Irritila: a Lagunero band
Jova (Jobal, Ova): most often linked with Opata, although some scholars classify it as a Tarahumara dialect. Miller (1983) considers it to be ""probably Taracahitan.""
Jumano; also Humano, Jumana, Xumana, Chouman (from a French source), Zumana, Zuma, Suma, and Yuma. Suma is probably the same language, while Jumano is possibly Uto-Aztecan. (Not to be confused with the Jumana language of Colombia.)
Lagunero: may be the same as Irritila, and may also be closely related to Zacateco or Huichol.
Macoyahui: probably related to Cahita.
Mocorito: a Tahue language, which is Taracahitic.
Naarinuquia (Themurete?): Uto-Aztecan affiliation is likely, although it may instead be non-Uto-Aztecan language possibly related to Seri due to the speakers' maritime economy.
Nacosura: an Opata dialect
Nio: completely undocumented, although it is perhaps related to Ocoroni.
Ocoroni: most likely a Taracahitic language, and is reported to be mutually intelligible with Chínipa, and similar to Opata. Related languages may include Huite and Nio.
Oguera (Ohuera)
Patarabuey: unknown affiliation (Purépecha region near Lake Chapala), and is possibly a Nahuatl dialect.
Tahue: may also include Comanito, Mocorito, Tubar, and Zoe. It is possibly a Taracahitic language, and is definitely not Nahuan.
Tanpachoa: unknown affiliation, and was once spoken along the Río Grande.
Tecuexe: speakers were possibly part of a ""Mexicano"" (Nahua) colony.
Teco-Tecoxquin: an Aztecan language
Tecual: closely related to Huichol. According to Sauer (1934:14), the ""Xamaca, by another name called Hueitzolme [Huichol], all ... speak the Thequalme language, though they differ in vowels.""
Témori: may be a Tarahumara dialect.
Tepahue: possibly a Taracahitic language. Closely related languages or dialects include Macoyahui, Conicari, and Baciroa.
Tepanec: an Aztecan language.
Teul (Teul-Chichimeca): a Pimic language, possibly of the Tepecano subgroup.
Toboso: grouped with Concho.
Topia: perhaps the same as Xixime (Jijime).
Topiame: possibly a Taracahitic language.
Totorame: grouped with Cora.
Xixime (Jijime): spoken by the Xiximes, possibly a Taracahitic language. Subdivisions are Hine and Hume. Its links with Acaxee are uncertain.
Zacateco: often considered the same as Acaxee, although this is uncertain. It is possibly related to Huichol, although Miller (1983) leaves it as unclassified.
Zoe: possibly a Taracahitic language, with Baimena as a subdivision. It is possibly affiliated with Comanito."
1824,2015852,Lule Sami,18303,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Sami_languages_large.png/42px-Sami_languages_large.png,Sami_languages_large.png,"Lule Sámi language (<i lang=""smj"" title=""Lule Sami language text"">julevsámegiella, Norwegian: <i lang=""no"">lulesamisk, Swedish: <i lang=""sv"">lulesamiska) is a Uralic, Sámi language spoken in Lule Lappmark, i.e. around the Lule River, Sweden and in the northern parts of Nordland county in Norway, especially Tysfjord municipality, where Lule Sámi is an official language. It is written in the Latin script, having an official alphabet.
"
1826,35479216,Phudagi language,1000,,,"


The Phudagi language, also known as Vadvali, is a language or dialect of the Marathi–Konkani group.
This language is spoken by Panchkalshi and Chaukalshi communities residing in Palghar, Vasai localities.
"
1827,22973,Pig Latin,16234,,,"

Pig Latin is a language game or argot in which English words are altered, usually by adding a fabricated suffix or by moving the onset or initial consonant or consonant cluster of a word to the end of the word and adding a vocalic syllable to create such a suffix. For example, ""Wikipedia"" would become ""Ikipediaway"" (the ""W"" is moved from the beginning and has ""ay"" appended to create a suffix). The objective is to conceal the words from others not familiar with the rules. The reference to Latin is a deliberate misnomer; Pig Latin is simply a form of argot or jargon unrelated to Latin, and the name is used for its English connotations as a strange and foreign-sounding language. It is most often used by young children as a fun way to confuse people unfamiliar with Pig Latin."
1828,15771691,Poitevin dialect,3739,,,"Poitevin (poetevin) is a dialect of Poitevin-Saintongeais, one of the regional languages of France, spoken in the historical province of Poitou, now administratively divided between Pays de la Loire (Loire countries) and Nouvelle-Aquitaine (New Aquitaine). It is not as commonly spoken as it once was, as the standard form of French now predominates. Poitevin is now classified as one of the langues d'oïl but is distinguished by certain features adopted from Occitan (langue d'oc).
The language is spoken on what was the border between the two language families of oïl and oc (placenames in the region clearly show historical settlement of oc speakers). The langue d’oïl subsequently spread south, absorbing oc features.
Poitevin is also widely referred to as parlanjhe (the language). François Rabelais wrote that he learned this dialect, along with many other languages and dialects, since he was educated in Fontenay-le-Comte. François Villon spoke some Poitevin as well.
The earliest attested written use of the language is in charters and legal documents dating from the 13th century; people who spoke it were known as the Poitevins. The earliest printed text is dated 1554 (La Gente Poitevinrie). A tradition of theatrical writing and dramatic monologues for performance typifies the literary output in the language, although from the 19th century and in the 20th century (especially with the publication of a weekly paper Le Subiet from 1901) regular journalistic production was also established. Geste Editions publishes a number of books in/about the Poitevin-Santongese language.
Some linguists assert that the Serments de Strasbourg, the first text in French according to the official state position in France, were actually written in Poitevin.
In 1973, a standard orthography was proposed.
The easternmost part of the Poitou région is home to a minority of Occitan-speakers though. Outside France, the language is spoken in Northern California, especially in Sacramento, Plumas, Tehama and Siskiyou counties, the latter with both large French ancestry and speaking populations. Acadian French is the result of a Poitevin-Santongese language blended with French and local innovations or archaisms.
"
1829,12813235,Sadri language,15636,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Sadri_speaking_region.png/43px-Sadri_speaking_region.png,Sadri_speaking_region.png,"Sadri, also known as Nagpuri, is an Eastern Indo-Aryan language spoken in the Indian states of Jharkhand, Bihar, Chhattisgarh Odisha and Assam. It is native language of the Sadan. In addition to native speakers, it is also used as lingua franca by many tribal groups such as Kharia, Munda and Kurukh, and a number of speakers of these tribal groups have adopted it as their first language. It is also used as a lingua franca among Tea-garden community of Assam, West Bengal and Bangladesh. According to the 2011 Census, there were approximately 5,130,000 native speakers of the Nagpuri language, including 19,100 identifying as Gawari, 4,350,000 as ""Sadan/Sadri"" and 763,000 as ""Nagpuria"".


"
1830,5208790,Sahaptin language,16862,,,"Sahaptin or Shahaptin is one of the two-language Sahaptian branch of the Plateau Penutian family spoken in a section of the northwestern plateau along the Columbia River and its tributaries in southern Washington, northern Oregon, and southwestern Idaho, in the United States; the other language is Nez Perce or Niimi'ipuutímt. Many of the tribes that surrounded the land were skilled with horses and trading with one another; some tribes were known for their horse breeding which resulted in today's Appaloosa or Cayuse horse.
The word Sahaptin/Shahaptin is not the one used by the tribes that speak it, but from the Columbia Salish name, Sħáptənəxw / S-háptinoxw, which means ""stranger in the land"". This is the name the Wenatchi (in Sahaptin: Winátshapam) and Kawaxchinláma (who speak Columbia Salish) traditionally call the Nez Perce people. Early white explorers mistakenly applied the name to all the various Sahaptin speaking people, as well as to the Nez Perce. Sahaptin is spoken by various tribes of the Washington Reservations; Yakama, Warm Springs, Umatilla; and also spoken in many smaller communities such as Celilo, Oregon.
The Yakama tribal cultural resources program has been promoting the use of the traditional name of the language, Ichishkíin Sɨ́nwit (″this language″), instead of the Salish term Sahaptin."
1831,33373205,Sangtam language,3755,,,"


Sangtam, also called Thukumi, Isachanure, or Lophomi, is a Naga language spoken in northeast India. It is spoken in Kiphire District and in the Longkhim-Chare circle in Tuensang district, Nagaland, India.
"
1832,34208943,Semaq Beri language,1344,,,"Semaq Beri (Semoq Beri) is an Austroasiatic language spoken in the Malay Peninsula in the states of Pahang and Terengganu. It belongs to the Southern division of the Aslian languages, along with Semelai, Temoq, and Mah Meri. A preliminary description of the Semaq Beri language by Nicole Kruspe was published in 2014.
"
1833,64200389,Southern Sorsogon language,4535,,,"Southern Sorsogon (also Waray Sorsogon, Gubat, Ginubatnon) is an Austronesian language spoken in the southern part of Sorsogon, Philippines, in the municipalities of Gubat, Barcelona, Bulusan, Santa Magdalena, Matnog, Bulan, and Irosin. Although located in the Bicol Region, Southern Sorsogon belongs to the Bisayan subgroup, and is closely related to Waray which is spoken to the south on the neighboring island of Samar. The other two Bisayan languages spoken in the Bicol Region are Masbate Sorsogon and Masbateño.
"
1834,33270920,Tedim language,2153,,,"Tedim (Tiddim or Tedim Chin), is a Zomi languages, spoken mostly in Burma and India. In Chin State, it is spoken in Tedim and Tonzang townships, while in Sagaing Division, it is spoken in Kalay and Mawlaik townships (Ethnologue). Dialects are Sokte and Kamhau (also called Kamhao, Kamhow).
Sukte is a small clan of Zomi. They generally live in the Tedim and Tonzang townships.""But there is no specific native language of Sukte. It is just a small clan of Zomi."" Zam Ngaih Cing (2011:170) lists some Tedim varieties as Losau, Sihzang, Teizang, Saizang, Dim, Khuano, Hualngo, Dim, Zou, Thado, Paite and Vangteh.Tedim was the primary language spoken by Pau Cin Hau, a religious leader who lived from 1859 to 1948. He also devised a logographic and later simplified alphabetic script for writing materials in Chin languages, especially Tedim.
The phonology of Tedim can be described as (C)V(V)(C)T order, where C represents a consonant, V represents a vowel, T represents a tone, and parentheses enclose optional constituents of a syllable. It is a subject-object verb language, and negation follows the verb.
"
1835,3537305,Tucano language,3434,,,"Tucano, also Tukano or Tucana, endonym Dahseyé (Dasea), is a Tucanoan language spoken in Amazonas, Brazil and Colombia.
Many Tariana people, speakers of the endangered Tariana language are switching to Tucano.
"
1836,2951882,Tundra Yukaghir language,11058,,,"The Tundra Yukaghir language (also known as Northern Yukaghir; self-designation: Вадул аруу (Wadul aruu)) is one of only two extant Yukaghir languages.
Last spoken in the tundra belt extending between the lower Indigirka to the lower Kolyma basin (<span title=""Maps, aerial photos, and other data for this location"">69°N 154°E), Tundra Yukaghir was formerly spoken in a much wider area extending west to the Lena basin.
"
1839,132472,Valencian language,70879,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Extensi%C3%B3_del_valenci%C3%A0_al_Pa%C3%ADs_Valenci%C3%A0.svg/35px-Extensi%C3%B3_del_valenci%C3%A0_al_Pa%C3%ADs_Valenci%C3%A0.svg.png,Extensió_del_valencià_al_País_Valencià.svg,"Valencian or Valencian language endonym <i lang=""ca-valencia"" title=""Valencian language text"">valencià, <i lang=""ca-valencia"" title=""Valencian language text"">llengua valenciana or <i lang=""ca-valencia"" title=""Valencian language text"">idioma valencià <span title=""Representation in the International Phonetic Alphabet (IPA)"">[valensiˈa, ba-]) is the official, historical and traditional name used in the Valencian Community (Spain), and extra-officially in the El Carche comarca in Murcia (Spain), to refer to the Romance language also known as Catalan. The Valencian Community's 1982 Statute of Autonomy and the Spanish Constitution officially recognise Valencian as the regional language.As a glottonym, it is used for referring either to the language as a whole or to the Valencian specific linguistic forms. According to philological studies, the varieties of this language spoken in the Valencian Community and El Carche cannot be considered a dialect restricted to these borders: the several dialects of Valencian (Alicante's Valencian, Southern Valencian, Central Valencian or <i lang=""ca-valencia"" title=""Valencian language text"">Apitxat, Castellón's Valencian and transitional Valencian) belong to the Western group of Catalan dialects. Valencian displays transitional features between Ibero-Romance languages and Gallo-Romance languages. Its similarity with Occitan has led many authors to group it under the Occitano-Romance languages.
There is a political controversy within the Valencian Community regarding its status as a glottonym or as a language on its own, since official reports show that slightly more than half of the people in the Valencian Community consider it as a separate language, different from Catalan, although the same studies show that this percentage decreases dramatically among younger generations and people with higher studies. According to the 2006 Statute of Autonomy Valencian is regulated by the <i lang=""ca-valencia"" title=""Valencian language text"">Acadèmia Valenciana de la Llengua, by means of the Castelló rules, which adapt the Catalan orthography to the Valencian idiosyncrasies. Due to not having been officially recognised for a long time, the number of speakers has severely decreased, and the influence of Spanish has led to the adoption of a huge number of loanwords.Some of the most important works of Valencian literature experienced a golden age during the Late Middle Ages and the Renaissance. Important works include Joanot Martorell's chivalric romance <i lang=""ca-valencia"" title=""Valencian language text"">Tirant lo Blanch, and Ausiàs March's poetry. The first book produced with movable type in the Iberian Peninsula was printed in the Valencian variety. The earliest recorded chess game with modern rules for moves of the queen and bishop was in the Valencian poem <i lang=""ca-valencia"" title=""Valencian language text"">Scachs d'amor (1475).
"
1840,33271314,Amri language,1383,,,"Amri or Amri Karbi also known as Dumra language is spoken by the plain Karbi people of Assam and hilly Meghalaya. Latin script is used for institutional practice, though authors use both Latin and Assamese script in various publications. The speakers consider their speech as a variety of the Karbi language.
"
1842,50446,Duala language,4053,,,"Duala (also spelt Douala, Diwala, Dwela, Dualla and Dwala) is a dialect cluster spoken by the Duala and Mungo peoples of Cameroon. Douala belongs to the Bantu language family, in a subgroup called Sawabantu. Maho (2009) treats Douala as a cluster of five languages: Douala proper, Bodiman, Oli (Ewodi, Wuri), Pongo and Mongo. He also notes a Douala-based pidgin named Jo.
"
1843,21994055,Dusunic languages,2369,,,"The Dusunic languages are a group of languages spoken by the Bisaya and Dusun (including Kadazan and Rungus), and related peoples in the Malaysian province of Sabah on Borneo.
"
1846,513248,Lakota language,59079,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Lakota_map.svg/50px-Lakota_map.svg.png,Lakota_map.svg,"Lakota (<i lang=""lkt"" title=""Lakota language text"">Lakȟótiyapi), also referred to as Lakhota, Teton or Teton Sioux, is a Siouan language spoken by the Lakota people of the Sioux tribes. Though generally taught and considered by speakers as a separate language, Lakota is mutually intelligible with the two dialects of the Dakota language, especially Western Dakota, and is considered by most linguists as one of the three major varieties of the Sioux language. 
Speakers of the Lakota language make up one of the largest Native American language speech communities in the United States, with approximately 2,000 speakers, who live mostly in the northern plains states of North Dakota and South Dakota. There is a Lakota language program online available for children to use. There is also a Lakota Language Program with classes for children at Red Cloud Indian School. The Red Cloud Indian School teaches Lakota as a second a language in the school with the help of the American Indian Research Institute at Indiana University. The language was first put into written form by European-American missionaries around 1840. It has since evolved to reflect contemporary needs and usage.
"
1849,21070,Mobilian Jargon,12827,,,"Mobilian Jargon (also Mobilian trade language, Mobilian Trade Jargon, Chickasaw–Choctaw trade language, Yamá) was a pidgin used as a lingua franca among Native American groups living along the Gulf of Mexico around the time of European settlement of the region.  It was the main language among Indian tribes in this area, mainly Louisiana. There is evidence indicating its existence as early as the late 17th to early 18th century. The Indian groups that are said to have used it were the Alabama, Apalachee, Biloxi, Chacato, Pakana, Pascagoula, Taensa, Tunica, Caddo, Chickasaw, Houma, Choctaw, Chitimacha, Natchez, and Ofo. The name is thought to refer to the Mobile Indians of the central Gulf Coast, but did not originate from this group; Mobilian Jargon is linguistically and grammatically different from the language traditionally spoken by the Mobile Indians.
Mobilian Jargon facilitated trade between tribes speaking different languages and European settlers. There is continuing debate as to when Mobilian Jargon first began to be spoken. Some scholars, such as James Crawford, have argued that Mobilian Jargon has its origins in the linguistically diverse environment following the establishment of the French colony of Louisiana. Others, however, suggest that the already linguistically diverse environment of the lower Mississippi basin drove the need for a common method of communication prior to regular contact with Europeans.
The Native Americans of the Gulf coast and Mississippi valley have always spoken multiple languages, mainly the languages of the other tribes that inhabited the same area. The Mobilians, like these neighboring tribes, were also multi-lingual. By the early 19th century, Mobilian Jargon evolved from functioning solely as a contact language between people into a means of personal identification. With an increasing presence of outsiders in the Indian Gulf coast community, Mobilian Jargon served as a way of knowing who was truly a native of the area, and allowed Mobilians to be socially isolated from non-Indian population expansion from the north."
1850,43527,Mon language,35643,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Ban-talat-Mon-inscription.jpg/45px-Ban-talat-Mon-inscription.jpg,Ban-talat-Mon-inscription.jpg,"The Mon language (, Mon: <span lang=""mnw"" title=""Mon language text"">ဘာသာ မန်; Burmese: <span lang=""my"">မွန်ဘာသာ, Thai: ภาษามอญ, formerly known as Peguan and Talaing) is an Austroasiatic language spoken by the Mon people. Mon, like the related Khmer language, but unlike most languages in mainland Southeast Asia, is not tonal. The Mon language is a recognised indigenous language in Myanmar as well as a recognised indigenous language of Thailand.Mon was classified as a ""vulnerable"" language in UNESCO's 2010 Atlas of the World’s Languages in Danger. The Mon language has faced assimilative pressures in both Myanmar and Thailand, where many individuals of Mon descent are now monolingual in Burmese or Thai respectively. In 2007, Mon speakers were estimated to number between 800,000 to 1 million. In Myanmar, the majority of Mon speakers live in Southern Myanmar, especially Mon State, followed by Tanintharyi Region and Kayin State."
1851,42904427,Native American languages of Nevada,3469,,,"Nevada, a state in the western region of the United States of America, hosts a large number of Native Americans who have traditionally lived in the Great Basin, a large geographic feature of Nevada. There are four Native American languages that are spoken by recognized tribes of Nevada, three of which fall under the Uto-Aztecan languages classification while the other is an isolate. A minority language is also spoken in Nevada.
"
1852,1335382,Oneida language,29517,,,"Oneida is an Iroquoian language spoken primarily by the Oneida people in the U.S. states of New York and Wisconsin, and the Canadian province of Ontario. There is only a small handful of native speakers remaining today. Language revitalization efforts are in progress.
In 1994, the majority of Oneida speakers lived in Canada."
1854,2454235,Sara languages,4847,,,"The Sara languages comprise over a dozen Bongo–Bagirmi languages spoken mainly in Chad; a few are also spoken in the north of the Central African Republic. They are members of the Central Sudanic language family. Greenberg (1966) treats all varieties as dialects of a Sara language, whereas Tucker and Bryan (1966) consider the Sara to be a dialect cluster of several languages. Most members of the different Sara languages/dialects consider their speech form distinct languages, but there is currently insufficient language information to determine which speech varieties need to be considered distinct languages, and which are dialects of other languages.
The most populous variety of Sara proper is Ngambay (Sara Ngambay), a major trade language of southern Chad, with about a million speakers, though Sar (Sara Madjingay) is the lingua franca of Sarh.
"
1855,3318934,Sherpa language,7497,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Sherpa_language.png/50px-Sherpa_language.png,Sherpa_language.png,"


Sherpa (also Sharpa, Xiaerba, Sherwa) is a Sino-Tibetan language spoken in Nepal and the Indian state of Sikkim, mainly by the Sherpa. About 200,000 speakers live in Nepal (2001 census), some 20,000 in Sikkim (1997) and some 800 in Tibetan Autonomous Region (1994). Sherpa is a subject-object-verb (SOV) language. It is written using either the Devanagari or Tibetan script.
"
1856,9913471,Sign language in Singapore,24985,,,"There is no officially recognised national sign language in Singapore. Since Singapore's independence in 1965, the Singapore deaf community has had to adapt to many linguistic changes. Today, the local deaf community recognises Singapore Sign Language (SgSL) as a reflection of Singapore's diverse linguistic culture. SgSL is influenced by Shanghainese Sign Language (SSL), American Sign Language (ASL), Signing Exact English (SEE-II) and locally developed signs. The total number of deaf clients registered with The Singapore Association For The Deaf (SADeaf), an organisation that advocates equal opportunity for the deaf, is 5756, as of 2014. Among which, only about one-third stated their knowledge of Sign Language.
"
1858,339817,Wichita language,38476,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Oklahoma_Indian_Languages.png/50px-Oklahoma_Indian_Languages.png,Oklahoma_Indian_Languages.png,"Wichita is an extinct Caddoan language once spoken in Oklahoma by the Wichita and Affiliated Tribes. The last fluent heritage speaker, Doris Lamar-McLemore, died in 2016, although in 2007 there were three first-language speakers alive. This has rendered Wichita functionally extinct; however, the tribe offers classes to revitalize the language and works in partnership with the Wichita Documentation Project of the University of Colorado, Boulder."
1859,7120972,Zoque languages,5523,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Mixezoquemap.png/50px-Mixezoquemap.png,Mixezoquemap.png,"The Zoque () languages form a primary branch of the Mixe–Zoquean language family indigenous to southern Mexico. They are spoken by around 70,000 indigenous Zoque people. The Zoques call their language O'de püt.
Central (Copainalá) Zoque-language programming is carried by the CDI's radio station XECOPA, broadcasting from Copainalá, Chiapas.
There are about 100,000 speakers of Zoque languages. 63,000 people reported their language to be ""Zoque"" in the 2010 census. An additional 41,000 reported their language to be ""Popoluca""; probably 90% of these are Sierra Popoluca and thus Zoque."
1860,4917438,Aer language,1650,,,"Aer is an Indo-Aryan language spoken by 300 people in Sindh, Pakistan. It has been classified as one of the Gujarati languages, and the Ethnologue reports that the closest language is Koli. Speakers are bilingual in Sindhi.
<br>"
1861,2645877,Basaa language,3397,,,"Basaa (also spelled Bassa, Basa, Bissa), or Mbene, is a Bantu language spoken in Cameroon by the Basaa people. It is spoken by about 300,000 people in the Centre and Littoral regions.
Maho (2009) lists North and South Kogo as dialects.
"
1862,1035592,Biu–Mandara languages,37528,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Afro_asiatic_peoples_nigeria.png/50px-Afro_asiatic_peoples_nigeria.png,Afro_asiatic_peoples_nigeria.png,"The Biu–Mandara or Central Chadic languages of the Afro-Asiatic family are spoken in Nigeria, Chad and Cameroon. The most widely spoken is Kamwe, with 300,000 speakers.
A reconstruction of Proto-Central Chadic has been proposed by Gravina (2014)."
1864,1713815,Judeo-Shirazi,2114,,,"Judeo-Shirazi is a dialect of the Achomi language. It is spoken mostly by Persian Jews living in Shiraz and surrounding areas of the Fars Province in Iran.
"
1865,3745131,Karkin language,2797,,,"The Karkin language (also called Los Carquines in Spanish) is one of eight Ohlone languages. It was formerly spoken in north central California, but by the 1950s there were no more native speakers. The language was historically spoken by the Karkin people, who lived in the Carquinez Strait region in the northeast portion of the San Francisco Bay estuary.Karkin's only documentation is a single vocabulary obtained by linguist-missionary Felipe Arroyo de la Cuesta at Mission Dolores in 1821. Although meager, the records of Karkin show that it constituted a distinct branch of Ohlone, strikingly different from the neighboring Chochenyo Ohlone language and other Ohlone languages spoken farther south."
1866,4263701,Kpelle language,4172,,,"The Kpelle language (endonym: ""Kpɛlɛɛ"") is spoken by the Kpelle people and is part of the Mande family of languages. Guinean Kpelle (known as Guerze in French), spoken by half a million people, concentrated primarily, but not exclusively, in the forest regions of Guinea, whose capital, Nzérékoré, is the third largest city in Guinea and the largest city in the Guinée forestière region of south-eastern Guinea bordering Liberia, Ivory Coast, and Sierra Leone. Liberian Kpelle, spoken by half again as many, is currently taught in schools in Liberia.
"
1868,29648340,Kurumba language,1953,,,"Kurumba, also known as Kannada Kurumba, is a Southern Dravidian language of the Tamil–Kannada subgroup spoken by the Kurumba tribe. It is often considered a dialect of Kannada; however, Ethnologue classifies it as a separate language.
"
1869,8906809,Languages of Malta,16475,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/1930_elections_in_Malta.jpg/50px-1930_elections_in_Malta.jpg,1930_elections_in_Malta.jpg,"Malta has two official languages: Maltese and English. Maltese is the national language. Until 1934, Italian was also an official language in Malta, and in the 19th and 20th centuries there was a linguistic and political debate known as the Language Question about the roles of these three languages. The Maltese population is generally able to converse in languages which are not native to the country, particularly English and Italian.
According to the Eurobarometer poll conducted in 2012, 98% of Maltese people can speak Maltese, 88% can speak English, 66% can speak Italian, and more than 17% speak French. This shows a recent increase in fluency in languages, since in 1995, while 98% of the population spoke Maltese, only 76% spoke English, 36% Italian, and 10% French. It shows an increase in Italian fluency, compared to when Italian was an official language of Malta, due to Italian television broadcasts reaching Malta.According to the 2011 census, there were 377,952 people aged 10 and over, of whom 357,692 people (94.7%) declared that they spoke Maltese at least at an average level, 248,570 (82.1%) that they spoke English at least at an average level and 93,401 (43.7%) that they spoke Italian at least at an average level, out of a scale made of ""Well"", ""Average"", ""A little"" and ""Not at all"". French, Russian, Spanish, and German are the other main languages studied in secondary and tertiary education."
1871,3634394,Mentawai language,3916,,,"The Mentawai language is an Austronesian language, spoken by the Mentawai people of the Mentawai Islands, West Sumatra, Indonesia.
"
1872,65473889,Nagaibak language,1276,,,"The Nagaibak language is a language spoken by the Nagaibak, a Turkish ethnic group living in Russia. It is a dialect of the Tatar language. Many speakers live in Fershampenuaz."
1873,10535369,Ojibwe dialects,42891,,,"The Ojibwe language is spoken in a series of dialects occupying adjacent territories, forming a language complex in which mutual intelligibility between adjacent dialects may be comparatively high but declines between some non-adjacent dialects. Mutual intelligibility between some non-adjacent dialects, notably Ottawa, Severn Ojibwe, and Algonquin, is low enough that they could be considered distinct languages. There is no single dialect that is considered the most prestigious or most prominent, and no standard writing system that covers all dialects. The relative autonomy of the regional dialects of Ojibwe is associated with an absence of linguistic or political unity among Ojibwe-speaking groups.
The general name for the language in Ojibwe is <span title=""Representation in the International Phonetic Alphabet (IPA)"">/anɪʃɪnaːpeːmowɪn/, written in one common orthography as Anishinaabemowin and as ᐊᓂᔑᓈᐯᒧᐎᓐ in 'Eastern' syllabics, with local pronunciation and spelling variants, and in some cases distinctive local names for particular dialects. The dialects of Ojibwe are spoken in Canada from western Québec, through Ontario, Manitoba and parts of Saskatchewan, with outlying communities in Alberta and British Columbia, and in the United States from Michigan through Wisconsin and Minnesota, with a number of communities in North Dakota and Montana, as well as migrant groups in Kansas and Oklahoma. The dialects of Ojibwe are divided into distinctive northern and southern groups, with intervening transition dialects that have a mixture of features from the adjacent dialects.
This article lays out the general structure of Ojibwe dialectology, with links to separate articles on each dialect. The Potawatomi language is closely related to Ojibwe; information is at Ojibwe language: Relationship of Ojibwe and Potawatomi. An Ojibwe pidgin language is discussed at Ojibwe language: Broken Ogghibbeway, and the use of various dialects of Ojibwe as lingua franca is at Ojibwe language: Lingua franca. Ojibwe borrowed words are found in Menominee and Michif; for discussion see Ojibwe language: Ojibwe influence on other languages.
"
1875,15406199,Sarawak Malay,5731,,,"Sarawak Malay (Standard Malay: Bahasa Melayu Sarawak or Bahasa Sarawak, Jawi: بهاس ملايو سراوق, Sarawak Malay: Kelakar Sarawak) is a Malayic language native to the State of Sarawak. It is a common language used by natives of Sarawak. This variant is related to Bruneian Malay, spoken in the districts of Limbang and Lawas (Sarawak) and bears strong similarities with Sanggau, Sintang and Sekadau Malay spoken in the northern part of the West Kalimantan province in Indonesia. There is some debate on whether it is a vernacular variety of Malay or a separate language altogether. It is more similar to Ibanic languages compared to the Malay dialects of Sumatra and the Malayan Peninsula, and is different enough from standard Malay that speakers outside of Sarawak are often unable to understand it without prior study..
"
1877,16099986,Shinasha language,2360,,,"Shinasha, also known as Boro (Borna, Bworo) is a North Omotic language spoken in western Ethiopia by the Shinasha people. Its speakers live in scattered areas north of the Abay River: in the Dangur, Bullen, Dibate and Wenbera districts, which are parts of the Benishangul-Gumuz Region."
1878,35213522,Yanomamö language,2438,,,"Yanomamö (Yąnomamɨ) is the most populous of several closely related languages spoken by the Yanomami people. Most speakers are monolingual. It has no natively-used writing system. For a grammatical description, see Yanomaman languages.
"
